BIKE_SPEED,BIKE_COST,OCC_HOUR,OCC_DOW,OCC_DOY,OCC_DAY,OCC_YEAR,REPORT_DAY,BIKE_MAKE,BIKE_MODEL,BIKE_TYPE,BIKE_COLOUR,PREMISES_TYPE,LOCATION_TYPE,HOOD_140,NEIGHBOURHOOD_140,OCC_HOUR_BIN,SEASON,COST_CATEGORY,x,y,IS_NIGHT,IS_WEEKEND
1.0,450.0,19,2,208,27,2019,30,776,4396,4,37,5,36,75,6,1,2,4,-0.9051931898913975,-0.42500033996955394,0,1
24.0,700.0,16,5,211,30,2019,30,776,5403,10,11,1,19,73,90,0,2,1,-0.8820480249558535,-0.47115950767386394,0,0
21.0,400.0,20,6,93,3,2019,30,741,5517,7,37,5,27,76,123,1,1,4,-0.030120304846908114,0.9995462806873573,1,0
24.0,799.989990234375,12,5,211,30,2019,30,1073,10295,4,11,1,19,38,9,2,2,1,-0.8820480249558535,-0.47115950767386394,0,0
1.0,3000.0,10,4,206,25,2019,30,780,10937,1,217,5,27,74,23,2,2,0,-0.9192859697186105,-0.39359027665646645,0,0
24.0,799.989990234375,12,5,211,30,2019,30,1073,10341,4,11,1,19,38,9,2,2,1,-0.8820480249558535,-0.47115950767386394,0,0
5.0,400.0,0,5,211,30,2019,30,776,10645,7,255,5,36,76,123,3,2,4,-0.8820480249558535,-0.47115950767386394,1,0
21.0,652.0,15,5,211,30,2019,30,776,1224,7,11,4,46,16,77,0,2,1,-0.8820480249558535,-0.47115950767386394,0,0
1.0,2500.0,9,5,204,23,2019,30,780,10645,8,136,6,42,25,33,2,2,0,-0.9322892131745134,-0.3617137307297674,0,0
1.0,1200.0,0,0,193,12,2019,30,776,10645,7,11,0,0,81,88,3,2,2,-0.9837092937736098,-0.17976658572556214,1,0
30.0,1000.0,2,1,210,29,2019,30,564,10645,7,230,3,35,79,95,3,2,1,-0.8900275764346766,-0.455906693508459,1,0
18.0,1000.0,3,1,203,22,2019,30,1073,9112,7,136,1,19,75,6,3,2,1,-0.9383773917408642,-0.3456123126707333,1,0
1.0,1300.0,21,4,206,25,2019,30,324,5841,1,217,5,39,49,86,1,2,2,-0.9192859697186105,-0.39359027665646645,1,0
24.0,604.549987792969,8,6,212,31,2019,31,368,1390,7,37,1,19,75,6,2,2,1,-0.8738071036110807,-0.4862727071086902,0,0
8.0,600.0,14,0,207,26,2019,31,410,8133,4,37,3,35,83,71,0,2,1,-0.9123747579707274,-0.4093559588156211,0,0
1.0,1100.0,10,6,212,31,2019,31,368,10645,10,181,4,30,94,3,2,2,2,-0.8738071036110807,-0.4862727071086902,0,0
1.0,1100.0,10,6,212,31,2019,31,368,10645,10,181,4,30,94,3,2,2,2,-0.8738071036110807,-0.4862727071086902,0,0
21.0,1000.0,21,3,209,28,2019,31,182,9134,5,107,3,35,59,135,1,2,1,-0.8977433935342336,-0.4405187843504952,1,1
26.0,1000.0,7,6,212,31,2019,31,410,3976,7,254,3,35,65,28,2,2,1,-0.8738071036110807,-0.4862727071086902,0,0
18.0,0.0,15,6,212,31,2019,31,449,10231,7,22,5,36,140,84,0,2,3,-0.8738071036110807,-0.4862727071086902,0,0
20.0,300.0,12,1,210,29,2019,31,1105,5554,0,217,3,35,90,128,2,2,4,-0.8900275764346766,-0.455906693508459,0,0
10.0,0.0,15,6,212,31,2019,31,1082,10645,7,136,5,36,140,84,0,2,3,-0.8738071036110807,-0.4862727071086902,0,0
24.0,500.0,14,0,207,26,2019,31,741,5525,7,217,3,35,83,71,0,2,4,-0.9123747579707274,-0.4093559588156211,0,0
21.0,300.0,16,1,210,29,2019,31,1011,2721,7,37,6,42,87,49,0,2,4,-0.8900275764346766,-0.455906693508459,0,0
21.0,200.0,20,3,181,30,2019,31,880,6491,4,119,0,0,76,123,1,2,4,-0.9996666485105112,0.02581844022713308,1,1
20.0,2000.0,20,5,211,30,2019,31,776,10645,4,136,4,30,72,79,1,2,2,-0.8820480249558535,-0.47115950767386394,1,0
1.0,0.0,1,1,210,29,2019,31,1105,10645,0,37,0,0,97,105,3,2,3,-0.8900275764346766,-0.455906693508459,1,0
21.0,400.0,21,3,209,28,2019,31,985,8314,3,11,3,35,59,135,1,2,4,-0.8977433935342336,-0.4405187843504952,1,1
3.0,200.0,12,1,210,29,2019,31,792,10932,5,230,0,0,81,88,2,2,4,-0.8900275764346766,-0.455906693508459,0,0
1.0,700.0,12,4,192,11,2019,31,741,9174,4,255,5,27,84,110,2,2,1,-0.9866579328916572,-0.16280701293851646,0,0
20.0,2000.0,20,5,211,30,2019,31,776,10392,4,136,4,30,72,79,1,2,2,-0.8820480249558535,-0.47115950767386394,1,0
26.0,1200.0,18,5,211,30,2019,31,410,10082,4,86,1,19,62,117,0,2,2,-0.8820480249558535,-0.47115950767386394,0,0
21.0,1800.0,11,2,208,27,2019,31,1073,5402,7,37,0,0,76,123,2,2,2,-0.9051931898913975,-0.42500033996955394,0,1
8.0,300.0,14,6,212,31,2019,31,1105,10645,7,255,1,3,75,6,0,2,4,-0.8738071036110807,-0.4862727071086902,0,0
1.0,250.0,1,1,210,29,2019,31,1105,10645,0,37,0,0,97,105,3,2,4,-0.8900275764346766,-0.455906693508459,1,0
24.0,550.0,8,6,212,31,2019,31,368,1390,7,37,1,19,75,6,2,2,1,-0.8738071036110807,-0.4862727071086902,0,0
15.0,169.0,15,2,208,27,2019,1,1011,10645,3,11,5,27,87,49,0,2,4,-0.9051931898913975,-0.42500033996955394,0,1
1.0,100.0,1,4,213,1,2019,1,1105,10645,7,11,0,0,77,62,3,2,4,-0.8653072543632061,-0.5012418134457756,1,0
18.0,800.0,9,2,201,20,2019,1,749,6256,4,136,0,0,81,88,2,2,1,-0.9497178427914317,-0.3131070409358267,0,1
27.0,899.989990234375,21,3,209,28,2019,1,776,11025,7,217,5,36,75,6,1,2,1,-0.8977433935342336,-0.4405187843504952,1,1
20.0,2700.0,14,1,182,1,2019,1,1105,9509,3,11,0,0,103,83,0,2,0,-0.9999629591162655,0.008606996888688698,0,0
16.0,900.0,8,4,213,1,2019,1,410,2921,5,11,6,10,121,12,2,2,1,-0.8653072543632061,-0.5012418134457756,0,0
5.0,500.0,15,1,210,29,2019,1,175,2455,7,155,0,0,86,50,0,2,4,-0.8900275764346766,-0.455906693508459,0,0
10.0,400.0,13,5,204,23,2019,1,1131,10645,7,136,0,0,16,77,0,2,4,-0.9322892131745134,-0.3617137307297674,0,0
21.0,550.0,16,6,212,31,2019,1,150,2562,7,11,1,19,55,70,0,2,1,-0.8738071036110807,-0.4862727071086902,0,0
1.0,500.0,18,1,210,29,2019,1,368,10645,7,11,5,27,76,123,0,2,4,-0.8900275764346766,-0.455906693508459,0,0
6.0,400.0,17,4,213,1,2019,1,412,10645,3,37,3,35,116,65,0,2,4,-0.8653072543632061,-0.5012418134457756,0,0
1.0,0.0,9,4,213,1,2019,1,1105,3292,4,163,5,27,31,39,2,2,4,-0.8653072543632061,-0.5012418134457756,0,0
27.0,899.989990234375,21,3,209,28,2019,1,776,9427,7,136,5,36,75,6,1,2,1,-0.8977433935342336,-0.4405187843504952,1,1
21.0,275.0,13,6,212,31,2019,1,175,10645,3,11,1,1,119,24,0,2,4,-0.8738071036110807,-0.4862727071086902,0,0
27.0,800.0,12,0,214,2,2019,2,410,8257,3,136,6,42,35,87,2,2,1,-0.8565509959010037,-0.5160623910158526,0,0
10.0,1000.0,8,0,214,2,2019,2,792,9578,5,230,5,36,75,6,2,2,1,-0.8565509959010037,-0.5160623910158526,0,0
21.0,1000.0,8,6,212,31,2019,2,732,10538,4,37,1,19,0,125,2,2,1,-0.8738071036110807,-0.4862727071086902,0,0
1.0,400.0,8,3,174,23,2019,2,776,8749,7,37,5,36,75,6,2,2,4,-0.9893142039703663,0.1457991969198751,0,1
21.0,150.0,12,1,210,29,2019,2,1025,10645,3,37,5,36,3,102,2,2,4,-0.8900275764346766,-0.455906693508459,0,0
0.0,200.0,14,4,213,1,2019,2,1221,10645,7,55,4,30,124,57,0,2,4,-0.8653072543632061,-0.5012418134457756,0,0
0.0,0.0,14,4,213,1,2019,2,1221,10645,7,86,4,30,124,57,0,2,3,-0.8653072543632061,-0.5012418134457756,0,0
21.0,500.0,12,1,210,29,2019,2,175,10645,3,255,5,36,75,6,2,2,4,-0.8900275764346766,-0.455906693508459,0,0
24.0,0.0,20,1,210,29,2019,2,776,10645,7,136,0,0,72,79,1,2,4,-0.8900275764346766,-0.455906693508459,1,0
6.0,1000.0,6,0,214,2,2019,2,749,10645,7,136,3,35,94,3,3,2,1,-0.8565509959010037,-0.5160623910158526,0,0
24.0,800.0,6,0,214,2,2019,2,741,10866,7,136,3,35,94,3,3,2,1,-0.8565509959010037,-0.5160623910158526,0,0
6.0,1000.0,6,0,214,2,2019,2,141,10645,7,255,3,35,94,3,3,2,1,-0.8565509959010037,-0.5160623910158526,0,0
6.0,200.0,12,0,214,2,2019,2,1105,10645,7,193,5,27,25,33,2,2,4,-0.8565509959010037,-0.5160623910158526,0,0
21.0,200.0,9,1,210,29,2019,2,1105,10645,3,1,6,10,112,127,2,2,4,-0.8900275764346766,-0.455906693508459,0,0
24.0,1200.0,6,0,214,2,2019,2,776,3693,7,255,3,35,94,3,3,2,2,-0.8565509959010037,-0.5160623910158526,0,0
18.0,800.0,17,4,213,1,2019,2,776,10645,4,11,5,36,14,64,0,2,1,-0.8653072543632061,-0.5012418134457756,0,0
18.0,1000.0,8,0,214,2,2019,2,776,10645,7,230,1,19,76,123,2,2,1,-0.8565509959010037,-0.5160623910158526,0,0
1.0,250.0,16,2,215,3,2019,3,776,4085,7,193,4,30,58,29,0,2,4,-0.8475409228928312,-0.5307300481619331,0,1
9.0,250.0,23,0,214,2,2019,3,915,10645,5,37,5,36,73,90,1,2,4,-0.8565509959010037,-0.5160623910158526,1,0
9.0,1000.0,16,1,210,29,2019,3,1105,8904,7,155,5,27,76,123,0,2,1,-0.8900275764346766,-0.455906693508459,0,0
24.0,700.0,3,2,215,3,2019,3,1073,965,3,136,3,35,61,35,3,2,1,-0.8475409228928312,-0.5307300481619331,1,1
4.0,100.0,16,1,210,29,2019,3,1082,10645,3,11,5,27,23,13,0,2,4,-0.8900275764346766,-0.455906693508459,0,0
21.0,1000.0,16,1,210,29,2019,3,780,10645,4,55,5,27,76,123,0,2,1,-0.8900275764346766,-0.455906693508459,0,0
21.0,400.0,18,2,215,3,2019,3,776,11243,5,11,0,0,44,96,0,2,4,-0.8475409228928312,-0.5307300481619331,0,1
24.0,0.0,0,0,214,2,2019,3,410,10645,7,136,3,35,69,111,3,2,4,-0.8565509959010037,-0.5160623910158526,1,0
12.0,700.0,13,0,152,1,2018,4,776,10943,3,11,0,0,74,23,0,2,1,-0.865307254363206,0.5012418134457758,0,0
13.0,600.0,19,2,215,3,2019,4,410,10645,7,37,5,36,75,6,1,2,1,-0.8475409228928312,-0.5307300481619331,0,1
21.0,549.989990234375,1,3,216,4,2019,4,175,2628,3,11,3,35,69,111,3,2,1,-0.8382797052177745,-0.5452404385406507,1,1
0.0,1200.0,13,2,215,3,2019,4,1082,4647,4,254,3,35,13,58,0,2,2,-0.8475409228928312,-0.5307300481619331,0,1
10.0,2200.0,21,5,197,16,2019,4,412,9841,5,14,4,30,81,88,1,2,0,-0.9690098257244063,-0.24702218048093527,1,0
18.0,170.0,16,0,214,2,2019,4,1011,10645,3,254,2,45,74,23,0,2,4,-0.8565509959010037,-0.5160623910158526,0,0
1.0,600.0,21,1,203,22,2019,4,613,5600,4,11,4,30,85,104,1,2,1,-0.9383773917408642,-0.3456123126707333,1,0
1.0,600.0,23,0,214,2,2019,4,776,10645,5,11,0,0,81,88,1,2,1,-0.8565509959010037,-0.5160623910158526,1,0
5.0,200.0,1,3,216,4,2019,4,1105,10645,7,255,5,36,74,23,3,2,4,-0.8382797052177745,-0.5452404385406507,1,1
21.0,900.0,21,1,203,22,2019,4,1073,2240,4,11,4,30,85,104,1,2,1,-0.9383773917408642,-0.3456123126707333,1,0
0.0,1500.0,14,3,216,4,2019,4,164,10645,5,37,5,27,84,110,0,2,2,-0.8382797052177745,-0.5452404385406507,0,1
1.0,750.0,21,1,203,22,2019,4,43,5600,7,11,4,30,85,104,1,2,1,-0.9383773917408642,-0.3456123126707333,1,0
1.0,2000.0,6,0,214,2,2019,4,564,5877,4,11,1,2,74,23,3,2,2,-0.8565509959010037,-0.5160623910158526,0,0
1.0,500.0,5,3,188,7,2019,4,1105,10645,4,274,3,35,84,110,3,2,4,-0.9955213724144752,-0.09453674981719933,1,1
8.0,0.0,20,2,215,3,2019,4,613,10645,0,254,5,36,16,77,1,2,4,-0.8475409228928312,-0.5307300481619331,1,1
21.0,600.0,9,1,182,1,2019,4,164,7757,4,11,0,0,69,111,2,2,1,-0.9999629591162655,0.008606996888688698,0,0
21.0,0.0,0,3,216,4,2019,4,406,6305,3,11,4,15,77,62,3,2,4,-0.8382797052177745,-0.5452404385406507,1,1
3.0,100.0,14,5,204,23,2019,4,683,4485,8,230,5,18,86,50,0,2,4,-0.9322892131745134,-0.3617137307297674,0,0
21.0,549.989990234375,19,2,215,3,2019,4,915,8697,4,11,5,36,74,23,1,2,1,-0.8475409228928312,-0.5307300481619331,0,1
21.0,1200.0,21,1,203,22,2019,4,1082,2343,4,151,4,30,85,104,1,2,2,-0.9383773917408642,-0.3456123126707333,1,0
1.0,500.0,8,3,216,4,2019,4,1105,10645,4,11,2,33,85,104,2,2,4,-0.8382797052177745,-0.5452404385406507,0,1
24.0,1000.0,16,3,216,4,2019,5,1082,10645,3,27,4,30,101,43,0,2,1,-0.8382797052177745,-0.5452404385406507,0,1
1.0,0.0,22,0,214,2,2019,5,985,8993,5,21,4,30,69,111,1,2,3,-0.8565509959010037,-0.5160623910158526,1,0
21.0,250.0,14,2,215,3,2019,5,683,6015,3,230,0,0,16,77,0,2,4,-0.8475409228928312,-0.5307300481619331,0,1
9.0,700.0,0,1,217,5,2019,5,564,2850,7,163,4,30,66,98,3,2,1,-0.828770087174504,-0.5595892624101763,1,0
18.0,799.0,13,1,217,5,2019,5,150,10645,3,11,4,30,96,138,0,2,1,-0.828770087174504,-0.5595892624101763,0,0
7.0,400.0,3,1,217,5,2019,5,776,6068,0,255,4,30,104,68,3,2,4,-0.828770087174504,-0.5595892624101763,1,0
9.0,950.0,3,3,209,28,2019,5,776,2549,7,11,0,0,81,88,3,2,1,-0.8977433935342336,-0.4405187843504952,1,1
7.0,1366.22998046875,20,3,216,4,2019,5,776,3942,4,254,3,35,85,104,1,2,2,-0.8382797052177745,-0.5452404385406507,1,1
21.0,100.0,12,3,216,4,2019,5,1105,10645,7,37,0,0,76,123,2,2,4,-0.8382797052177745,-0.5452404385406507,0,1
10.0,2000.0,12,2,215,3,2019,5,985,3145,10,136,0,0,76,123,2,2,2,-0.8475409228928312,-0.5307300481619331,0,1
18.0,700.0,17,0,214,2,2019,5,776,10153,3,86,1,2,76,123,0,2,1,-0.8565509959010037,-0.5160623910158526,0,0
18.0,0.0,9,4,213,1,2019,5,1025,10645,3,181,5,36,62,117,2,2,3,-0.8653072543632061,-0.5012418134457756,0,0
24.0,2500.0,0,6,212,31,2019,5,410,8273,7,11,4,13,92,32,3,2,0,-0.8738071036110807,-0.4862727071086902,1,0
21.0,700.0,18,1,217,5,2019,5,175,10645,7,11,1,2,74,23,0,2,1,-0.828770087174504,-0.5595892624101763,0,0
21.0,749.0,13,4,213,1,2019,6,1105,10865,10,11,0,0,16,77,0,2,1,-0.8653072543632061,-0.5012418134457756,0,0
15.0,800.0,12,5,218,6,2019,6,1105,8330,3,136,4,30,94,3,2,2,1,-0.8190148866680802,-0.5737722679043243,0,0
21.0,150.0,21,0,214,2,2019,6,175,10645,7,230,5,27,25,33,1,2,4,-0.8565509959010037,-0.5160623910158526,1,0
21.0,600.0,17,1,217,5,2019,6,776,3050,7,136,6,42,65,28,0,2,1,-0.828770087174504,-0.5595892624101763,0,0
18.0,0.0,12,2,188,7,2018,6,985,8309,3,11,4,30,81,88,2,2,3,-0.9955213724144752,-0.09453674981719933,0,1
10.0,200.0,18,5,218,6,2019,6,613,1767,7,255,0,0,73,90,0,2,4,-0.8190148866680802,-0.5737722679043243,0,0
21.0,500.0,22,5,218,6,2019,6,412,3976,7,11,5,36,50,130,1,2,4,-0.8190148866680802,-0.5737722679043243,1,0
10.0,500.0,13,3,216,4,2019,6,683,10645,3,230,5,36,89,59,0,2,4,-0.8382797052177745,-0.5452404385406507,0,1
12.0,120.0,17,5,218,6,2019,6,1011,10645,7,254,5,36,79,95,0,2,4,-0.8190148866680802,-0.5737722679043243,0,0
0.0,250.0,12,2,201,20,2019,6,645,10645,7,43,2,45,78,121,2,2,4,-0.9497178427914317,-0.3131070409358267,0,1
1.0,500.0,13,1,217,5,2019,6,776,10645,7,119,1,19,75,6,0,2,4,-0.828770087174504,-0.5595892624101763,0,0
24.0,600.0,17,3,216,4,2019,6,449,10704,7,11,0,0,76,123,0,2,1,-0.8382797052177745,-0.5452404385406507,0,1
7.0,2000.0,13,2,215,3,2019,6,449,10645,3,254,5,36,69,111,0,2,2,-0.8475409228928312,-0.5307300481619331,0,1
8.0,550.0,16,5,218,6,2019,6,776,10179,3,11,1,2,30,140,0,2,1,-0.8190148866680802,-0.5737722679043243,0,0
15.0,800.0,12,5,218,6,2019,6,1105,8330,3,11,4,30,94,3,2,2,1,-0.8190148866680802,-0.5737722679043243,0,0
10.0,800.0,6,5,218,6,2019,6,1082,6313,3,182,6,10,124,57,3,2,1,-0.8190148866680802,-0.5737722679043243,0,0
27.0,2499.0,0,5,218,6,2019,6,776,10415,7,11,5,36,77,62,3,2,0,-0.8190148866680802,-0.5737722679043243,1,0
24.0,450.0,21,2,208,27,2019,6,396,11077,3,136,4,30,117,115,1,2,4,-0.9051931898913975,-0.42500033996955394,1,1
0.0,0.0,10,0,214,2,2019,6,749,10645,3,217,0,0,76,123,2,2,3,-0.8565509959010037,-0.5160623910158526,0,0
15.0,979.989990234375,12,5,218,6,2019,6,776,8326,3,190,4,30,94,3,2,2,1,-0.8190148866680802,-0.5737722679043243,0,0
18.0,138.0,10,5,218,6,2019,6,776,2898,7,254,0,0,84,110,2,2,4,-0.8190148866680802,-0.5737722679043243,0,0
15.0,979.989990234375,12,5,218,6,2019,6,776,8326,3,190,4,30,94,3,2,2,1,-0.8190148866680802,-0.5737722679043243,0,0
24.0,500.0,17,1,217,5,2019,6,780,7320,7,171,6,42,65,28,0,2,4,-0.828770087174504,-0.5595892624101763,0,0
7.0,5000.0,13,6,219,7,2019,7,776,10645,3,11,0,0,75,6,0,2,0,-0.8090169943749472,-0.5877852522924734,0,0
21.0,0.0,19,5,218,6,2019,7,741,5528,7,11,6,42,99,137,1,2,4,-0.8190148866680802,-0.5737722679043243,0,0
28.0,550.0,10,6,219,7,2019,7,741,10845,4,119,5,36,75,6,2,2,1,-0.8090169943749472,-0.5877852522924734,0,0
21.0,800.0,9,3,216,4,2019,7,776,5402,4,11,3,35,69,111,2,2,1,-0.8382797052177745,-0.5452404385406507,0,1
7.0,400.0,7,6,219,7,2019,7,449,1457,3,11,6,10,76,123,2,2,4,-0.8090169943749472,-0.5877852522924734,0,0
10.0,700.0,22,5,218,6,2019,7,1082,4785,3,136,3,35,38,9,1,2,1,-0.8190148866680802,-0.5737722679043243,1,0
21.0,150.0,9,6,219,7,2019,7,1011,10645,7,193,5,18,76,123,2,2,4,-0.8090169943749472,-0.5877852522924734,0,0
27.0,1100.0,11,6,219,7,2019,7,776,7315,7,11,5,36,74,23,2,2,2,-0.8090169943749472,-0.5877852522924734,0,0
20.0,1000.0,7,6,219,7,2019,7,1105,4223,5,11,6,10,16,77,2,2,1,-0.8090169943749472,-0.5877852522924734,0,0
30.0,800.0,16,1,217,5,2019,7,1105,10645,5,254,0,0,74,23,0,2,1,-0.828770087174504,-0.5595892624101763,0,0
12.0,2000.0,8,5,218,6,2019,7,227,10560,4,254,4,30,81,88,2,2,2,-0.8190148866680802,-0.5737722679043243,0,0
17.0,6000.0,8,5,218,6,2019,7,412,10645,3,254,4,30,81,88,2,2,3,-0.8190148866680802,-0.5737722679043243,0,0
27.0,1050.0,11,6,219,7,2019,7,1073,4636,7,11,5,36,74,23,2,2,2,-0.8090169943749472,-0.5877852522924734,0,0
1.0,400.0,16,6,219,7,2019,7,1105,11237,3,11,5,27,136,133,0,2,4,-0.8090169943749472,-0.5877852522924734,0,0
21.0,250.0,0,2,215,3,2019,7,741,10645,3,136,5,27,69,111,3,2,4,-0.8475409228928312,-0.5307300481619331,1,1
21.0,500.0,15,6,219,7,2019,7,830,10645,4,11,0,0,76,123,0,2,4,-0.8090169943749472,-0.5877852522924734,0,0
24.0,550.0,10,6,219,7,2019,7,741,552,4,119,5,36,75,6,2,2,1,-0.8090169943749472,-0.5877852522924734,0,0
16.0,1000.0,17,5,218,6,2019,7,776,10645,7,136,5,36,87,49,0,2,1,-0.8190148866680802,-0.5737722679043243,0,0
18.0,0.0,8,4,220,8,2019,8,776,10645,7,136,5,36,76,123,2,2,4,-0.7987793728863648,-0.6016240632249227,0,0
0.0,0.0,12,6,205,24,2019,8,1116,10535,3,254,5,27,84,110,2,2,3,-0.9259247771938499,-0.37770796520396466,0,0
10.0,0.0,17,6,219,7,2019,8,175,11030,7,11,5,36,140,84,0,2,4,-0.8090169943749472,-0.5877852522924734,0,0
6.0,400.0,23,2,215,3,2019,8,1105,10645,3,37,0,0,76,123,1,2,4,-0.8475409228928312,-0.5307300481619331,1,1
36.0,2500.0,19,2,173,22,2019,8,182,10645,4,31,0,0,92,32,1,2,0,-0.986657932891657,0.16280701293851715,0,1
10.0,2000.0,6,0,123,3,2019,8,776,10645,7,11,0,0,74,23,3,1,2,-0.5197438121555155,0.854322169749827,0,0
18.0,150.0,23,6,219,7,2019,8,780,9569,3,37,4,30,95,21,1,2,4,-0.8090169943749472,-0.5877852522924734,1,0
18.0,500.0,9,6,219,7,2019,8,1073,1124,3,254,1,1,75,6,2,2,4,-0.8090169943749472,-0.5877852522924734,0,0
18.0,150.0,23,6,219,7,2019,8,780,10645,3,230,4,30,95,21,1,2,4,-0.8090169943749472,-0.5877852522924734,1,0
14.0,350.0,18,5,169,18,2019,8,1011,1187,5,37,5,36,75,6,0,2,4,-0.9731183372332619,0.23030567023061221,0,0
21.0,600.0,20,4,220,8,2019,8,1105,10645,3,181,1,19,76,123,1,2,1,-0.7987793728863648,-0.6016240632249227,1,0
1.0,0.0,0,2,215,3,2019,8,69,5607,0,200,5,36,140,84,3,2,3,-0.8475409228928312,-0.5307300481619331,1,1
21.0,50.0,17,6,219,7,2019,8,1105,10645,3,274,6,10,76,123,0,2,4,-0.8090169943749472,-0.5877852522924734,0,0
1.0,4000.0,17,2,138,18,2019,8,780,10645,5,30,4,30,16,77,0,1,0,-0.7206671495538609,0.6932812268869777,0,1
0.0,6000.0,16,4,220,8,2019,8,793,10645,1,230,5,36,68,14,0,2,3,-0.7987793728863648,-0.6016240632249227,0,0
12.0,925.0,9,2,215,3,2019,8,150,10645,7,136,0,0,72,79,2,2,1,-0.8475409228928312,-0.5307300481619331,0,1
1.0,600.0,16,4,220,8,2019,8,793,10645,1,230,5,36,68,14,0,2,1,-0.7987793728863648,-0.6016240632249227,0,0
23.0,200.0,0,3,209,28,2019,8,776,10645,3,181,6,10,61,35,3,2,4,-0.8977433935342336,-0.4405187843504952,1,1
1.0,1200.0,9,6,219,7,2019,8,410,9756,3,11,1,1,75,6,2,2,2,-0.8090169943749472,-0.5877852522924734,0,0
5.0,150.0,17,4,220,8,2019,8,1011,10645,7,37,4,20,13,58,0,2,4,-0.7987793728863648,-0.6016240632249227,0,0
1.0,35.0,7,4,220,8,2019,8,1105,10645,4,11,6,10,135,124,2,2,4,-0.7987793728863648,-0.6016240632249227,0,0
0.0,1500.0,5,1,217,5,2019,8,12,10645,1,217,1,3,94,3,3,2,2,-0.828770087174504,-0.5595892624101763,1,0
12.0,4500.0,9,4,220,8,2019,8,1105,10645,3,11,1,6,75,6,2,2,0,-0.7987793728863648,-0.6016240632249227,0,0
7.0,563.869995117188,23,6,219,7,2019,8,915,6279,3,37,0,0,89,59,1,2,1,-0.8090169943749472,-0.5877852522924734,1,0
10.0,150.0,18,6,219,7,2019,8,368,3058,4,248,5,36,76,123,0,2,4,-0.8090169943749472,-0.5877852522924734,0,0
27.0,1500.0,21,3,216,4,2019,8,357,10645,3,94,5,36,74,23,1,2,2,-0.8382797052177745,-0.5452404385406507,1,1
6.0,0.0,19,6,219,7,2019,8,1105,10645,7,37,0,0,81,88,1,2,4,-0.8090169943749472,-0.5877852522924734,0,0
12.0,500.0,8,4,220,8,2019,9,1105,9508,3,11,6,43,102,69,2,2,4,-0.7987793728863648,-0.6016240632249227,0,0
21.0,750.0,9,0,221,9,2019,9,150,373,5,274,1,1,75,6,2,2,1,-0.7883050558305253,-0.6152845999633277,0,0
21.0,500.0,21,4,220,8,2019,9,830,1632,7,11,0,0,89,59,1,2,4,-0.7987793728863648,-0.6016240632249227,1,0
21.0,400.0,7,4,220,8,2019,9,915,10645,7,254,6,42,39,112,2,2,4,-0.7987793728863648,-0.6016240632249227,0,0
0.0,0.0,14,0,221,9,2019,9,1117,10645,4,55,5,36,72,79,0,2,3,-0.7883050558305253,-0.6152845999633277,0,0
21.0,2500.0,9,0,221,9,2019,9,410,10645,10,274,0,0,76,123,2,2,0,-0.7883050558305253,-0.6152845999633277,0,0
20.0,1500.0,10,0,221,9,2019,9,776,1573,5,255,6,42,59,135,2,2,2,-0.7883050558305253,-0.6152845999633277,0,0
1.0,350.0,17,3,216,4,2019,9,776,312,7,37,6,10,81,88,0,2,4,-0.8382797052177745,-0.5452404385406507,0,1
21.0,326.570007324219,18,4,220,8,2019,9,776,9315,7,255,3,35,65,28,0,2,4,-0.7987793728863648,-0.6016240632249227,0,0
21.0,160.0,14,4,220,8,2019,9,1011,7021,3,181,1,19,0,125,0,2,4,-0.7987793728863648,-0.6016240632249227,0,0
27.0,800.0,0,2,152,1,2019,9,776,9016,4,136,0,0,87,49,3,2,1,-0.865307254363206,0.5012418134457758,1,1
7.0,259.890014648438,17,4,220,8,2019,9,175,6752,3,136,0,0,120,92,0,2,4,-0.7987793728863648,-0.6016240632249227,0,0
16.0,1200.0,17,0,221,9,2019,9,776,10645,7,217,4,15,67,89,0,2,2,-0.7883050558305253,-0.6152845999633277,0,0
12.0,0.0,2,6,219,7,2019,9,410,10645,3,230,6,10,16,77,3,2,4,-0.8090169943749472,-0.5877852522924734,1,0
21.0,100.0,8,0,221,9,2019,9,1105,10645,3,11,2,45,74,23,2,2,4,-0.7883050558305253,-0.6152845999633277,0,0
21.0,50.0,14,6,219,7,2019,10,1011,10645,3,181,1,19,75,6,0,2,4,-0.8090169943749472,-0.5877852522924734,0,0
30.0,150.0,14,2,222,10,2019,10,776,10645,5,190,1,19,69,111,0,2,4,-0.7775971469736268,-0.6287628145958345,0,1
21.0,400.0,19,0,221,9,2019,10,1105,1216,3,136,2,34,56,17,1,2,4,-0.7883050558305253,-0.6152845999633277,0,0
18.0,350.0,15,2,222,10,2019,10,780,10645,7,96,5,36,68,14,0,2,4,-0.7775971469736268,-0.6287628145958345,0,1
21.0,350.0,14,1,217,5,2019,10,175,10645,3,11,5,27,84,110,0,2,4,-0.828770087174504,-0.5595892624101763,0,0
18.0,800.0,11,2,208,27,2019,10,410,8791,7,11,3,35,92,32,2,2,1,-0.9051931898913975,-0.42500033996955394,0,1
18.0,399.0,14,4,220,8,2019,10,776,11240,3,136,5,36,76,123,0,2,4,-0.7987793728863648,-0.6016240632249227,0,0
21.0,200.0,8,0,221,9,2019,10,915,11104,3,255,6,10,61,35,2,2,4,-0.7883050558305253,-0.6152845999633277,0,0
